id_log,tipo_acao,id_pagamento,tipo_pagamento_id_tipo_pagamento,valor_pago,data_pagamento,DataHoraOperacao,ExecutedBy
7610,INSERT,6882,5,511.72,2024-01-19 13:00:20.974052,2024-01-19 13:04:53.974052,ayllada-mota
7611,INSERT,6883,3,598.78,2023-09-14 14:30:20.792692,2023-09-14 14:32:49.792692,biancasiqueira
7612,INSERT,6884,2,611.34,2022-07-05 15:30:40.816827,2022-07-05 15:35:04.816827,ysilva
7613,INSERT,6885,3,794.81,2024-07-09 10:30:39.309503,2024-07-09 10:35:00.309503,garciadom
7614,INSERT,6886,5,220.84,2024-06-23 16:30:34.855654,2024-06-23 16:33:38.855654,castrosophia
7615,INSERT,6887,2,531.8,2025-05-08 10:45:59.721352,2025-05-08 10:47:30.721352,acavalcanti
7616,INSERT,6888,1,109.21,2024-07-27 15:15:24.467503,2024-07-27 15:17:23.467503,joao-felipefreitas
7617,INSERT,6889,4,75.95,2022-11-22 16:00:54.639513,2022-11-22 16:04:20.639513,macedoeloa
7618,INSERT,6890,3,155.75,2025-05-30 16:15:05.957603,2025-05-30 16:19:54.957603,oliver20
7619,INSERT,6891,2,638.77,2023-08-27 18:30:38.921768,2023-08-27 18:33:52.921768,elisamontenegro
7620,INSERT,6892,2,692.32,2022-08-24 08:30:33.398550,2022-08-24 08:35:18.398550,nuneshenry-gabriel
7621,INSERT,6893,3,196.34,2023-03-26 15:30:57.513127,2023-03-26 15:33:53.513127,thomascunha
7622,INSERT,6894,3,680.95,2024-09-26 16:00:55.479674,2024-09-26 16:04:44.479674,ribeirovinicius
7623,INSERT,6895,4,426.14,2024-06-24 17:45:30.188956,2024-06-24 17:48:02.188956,augusto10
7624,UPDATE,6895,4,414.08,2024-06-24 17:45:30.188956,2024-06-27 17:48:29.188956,marceloborges
7625,INSERT,6896,1,329.02,2023-04-25 10:00:46.781345,2023-04-25 10:03:25.781345,jade12
7626,INSERT,6897,2,173.61,2023-11-23 16:45:50.444982,2023-11-23 16:50:07.444982,henry-gabriel12
7627,INSERT,6898,1,755.97,2023-04-29 13:00:28.202247,2023-04-29 13:04:21.202247,mourarenan
7628,INSERT,6899,1,380.24,2024-08-12 14:00:09.945086,2024-08-12 14:01:07.945086,pmendonca
7629,INSERT,6900,1,135.33,2024-10-29 17:00:47.957804,2024-10-29 17:00:48.957804,gporto
7630,INSERT,6901,4,187.38,2022-08-04 16:45:04.339911,2022-08-04 16:45:27.339911,aliciacostela
7631,INSERT,6902,1,536.06,2023-03-18 16:00:45.503931,2023-03-18 16:03:56.503931,nicole90
7632,INSERT,6903,5,277.77,2023-11-23 16:15:32.915283,2023-11-23 16:16:50.915283,isabela49
7633,INSERT,6904,2,715.36,2023-11-08 09:00:08.684065,2023-11-08 09:03:54.684065,nicole24
7634,INSERT,6905,4,541.7,2023-03-10 16:15:44.806372,2023-03-10 16:20:19.806372,zteixeira
7635,INSERT,6906,2,566.81,2024-02-15 08:00:35.968650,2024-02-15 08:01:03.968650,fgarcia
7636,INSERT,6907,4,497.13,2024-09-11 14:15:50.636026,2024-09-11 14:18:12.636026,josuemachado
7637,INSERT,6908,1,621.6,2025-05-12 11:45:29.671293,2025-05-12 11:49:03.671293,melinamachado
7638,INSERT,6909,2,138.77,2024-01-30 12:45:19.768409,2024-01-30 12:45:36.768409,fmachado
7639,INSERT,6910,4,399.89,2025-03-23 18:45:53.333449,2025-03-23 18:50:37.333449,luizafogaca
7640,INSERT,6911,1,697.34,2022-12-01 13:00:22.298121,2022-12-01 13:01:45.298121,marcela51
7641,INSERT,6912,2,391.06,2023-04-09 13:30:32.753651,2023-04-09 13:35:05.753651,vargasbruna
7642,INSERT,6913,1,664.58,2022-08-31 16:00:31.888894,2022-08-31 16:02:06.888894,xfreitas
7643,INSERT,6914,2,774.66,2022-08-23 17:15:57.116637,2022-08-23 17:16:59.116637,guerravitor-gabriel
7644,INSERT,6915,3,457.3,2022-11-15 08:45:49.130145,2022-11-15 08:49:23.130145,cassianosamuel
7645,INSERT,6916,1,722.76,2024-02-28 11:15:46.358498,2024-02-28 11:15:49.358498,da-rosadanilo
7646,UPDATE,6916,1,846.91,2024-02-28 11:15:46.358498,2024-02-29 11:18:57.358498,luiz-henriqueteixeira
7647,INSERT,6917,4,267.96,2023-06-22 17:00:17.151669,2023-06-22 17:02:14.151669,tgarcia
7648,INSERT,6918,1,592.63,2023-03-26 14:00:16.644961,2023-03-26 14:02:17.644961,daniela77
7649,INSERT,6919,1,181.57,2023-06-05 14:45:10.068776,2023-06-05 14:48:22.068776,ana-liz95
7650,INSERT,6920,2,753.57,2024-04-06 15:15:50.171438,2024-04-06 15:20:21.171438,limapedro-henrique
7651,INSERT,6921,4,653.09,2024-12-30 11:15:42.509565,2024-12-30 11:18:57.509565,da-pazyuri
7652,UPDATE,6921,4,625.21,2024-12-30 11:15:42.509565,2025-01-01 11:16:57.509565,lais39
7653,INSERT,6922,2,74.91,2022-06-18 15:15:37.804129,2022-06-18 15:17:13.804129,juliamacedo
7654,INSERT,6923,4,117.41,2024-10-25 16:15:14.131442,2024-10-25 16:17:56.131442,ocamargo
7655,INSERT,6924,1,58.38,2022-08-03 13:45:02.029330,2022-08-03 13:45:12.029330,mathias41
7656,INSERT,6925,2,708.87,2024-01-20 18:15:06.592401,2024-01-20 18:19:55.592401,elisacostela
7657,INSERT,6926,1,77.9,2023-05-04 11:15:31.299324,2023-05-04 11:17:35.299324,cmoraes
7658,INSERT,6927,5,121.49,2024-12-14 16:00:18.693416,2024-12-14 16:03:50.693416,nramos
7659,INSERT,6928,2,338.95,2024-07-04 11:30:45.285771,2024-07-04 11:31:01.285771,castrojoana
7660,INSERT,6929,5,431.98,2025-04-29 17:45:22.668013,2025-04-29 17:48:02.668013,vitor-gabrielcastro
7661,INSERT,6930,5,534.2,2022-09-13 18:45:00.543494,2022-09-13 18:46:14.543494,rezendezoe
7662,UPDATE,6930,5,542.7,2022-09-13 18:45:00.543494,2022-09-17 18:45:33.543494,ravi-lucca88
7663,INSERT,6931,2,674.29,2024-09-09 09:15:19.480188,2024-09-09 09:20:08.480188,fernandescamila
7664,INSERT,6932,1,355.79,2023-07-26 11:00:38.413387,2023-07-26 11:04:52.413387,nrodrigues
7665,INSERT,6933,5,256.38,2023-07-16 11:00:45.305435,2023-07-16 11:03:37.305435,laviniapimenta
7666,INSERT,6934,2,619.64,2022-09-02 09:00:29.293613,2022-09-02 09:03:38.293613,castroevelyn
7667,INSERT,6935,1,64.55,2023-05-20 14:45:45.339304,2023-05-20 14:48:54.339304,gael08
7668,INSERT,6936,4,173.32,2022-08-22 15:15:41.159949,2022-08-22 15:19:51.159949,sophiafernandes
7669,INSERT,6937,1,562.73,2023-11-07 10:45:37.037655,2023-11-07 10:49:16.037655,asafeda-rocha
7670,INSERT,6938,3,547.91,2025-02-05 15:00:49.271789,2025-02-05 15:05:13.271789,qlopes
7671,INSERT,6939,3,282.13,2022-12-15 17:15:20.508476,2022-12-15 17:19:34.508476,nascimentobruno
7672,INSERT,6940,2,635.27,2022-12-04 16:45:52.348881,2022-12-04 16:50:11.348881,marcela06
7673,INSERT,6941,4,535.41,2023-01-14 18:15:43.631127,2023-01-14 18:18:38.631127,luiz-miguel26
7674,INSERT,6942,2,347.34,2023-05-21 09:15:01.498335,2023-05-21 09:15:33.498335,rmarques
7675,INSERT,6943,2,54.41,2023-04-29 11:45:12.517444,2023-04-29 11:46:24.517444,liam77
7676,UPDATE,6943,2,44.98,2023-04-29 11:45:12.517444,2023-05-01 11:45:27.517444,fernando88
7677,INSERT,6944,2,363.11,2024-01-08 08:15:58.677043,2024-01-08 08:17:27.677043,pereiralevi
7678,INSERT,6945,5,592.94,2024-02-19 11:30:06.961703,2024-02-19 11:34:25.961703,manuelada-mata
7679,INSERT,6946,3,130.45,2024-06-07 12:45:23.075401,2024-06-07 12:46:37.075401,pedro-lucas85
7680,INSERT,6947,2,231.76,2022-11-25 14:30:42.017615,2022-11-25 14:35:22.017615,jose-pedroteixeira
7681,INSERT,6948,4,122.65,2023-07-10 10:45:21.870352,2023-07-10 10:45:53.870352,da-matagustavo
7682,INSERT,6949,3,785.92,2022-11-22 15:15:15.717275,2022-11-22 15:17:14.717275,marcos-viniciusnascimento
7683,INSERT,6950,4,245.57,2023-02-07 17:45:28.103973,2023-02-07 17:47:27.103973,fonsecaliam
7684,INSERT,6951,2,698.91,2024-09-12 16:15:43.039300,2024-09-12 16:18:28.039300,isaac81
7685,INSERT,6952,1,105.27,2025-04-16 17:30:48.015695,2025-04-16 17:31:12.015695,aragaoheloisa
7686,INSERT,6953,1,434.11,2024-06-29 14:00:17.119498,2024-06-29 14:00:49.119498,pastorjade
7687,INSERT,6954,3,73.52,2023-07-03 14:15:31.812642,2023-07-03 14:17:28.812642,xvieira
7688,INSERT,6955,1,631.82,2023-06-05 10:15:33.873728,2023-06-05 10:16:56.873728,peixotobento
7689,INSERT,6956,1,293.65,2022-08-16 12:15:11.423031,2022-08-16 12:18:59.423031,lizmontenegro
7690,INSERT,6957,2,101.91,2022-11-09 12:45:10.633489,2022-11-09 12:48:29.633489,lgoncalves
7691,INSERT,6958,2,494.38,2024-06-09 09:00:29.423840,2024-06-09 09:03:20.423840,diasisaac
7692,INSERT,6959,5,649.61,2024-10-05 16:00:53.128413,2024-10-05 16:01:17.128413,nsilva
7693,INSERT,6960,5,713.56,2023-09-30 18:15:31.214234,2023-09-30 18:17:21.214234,acavalcante
7694,INSERT,6961,2,469.79,2024-05-13 18:15:09.597625,2024-05-13 18:17:15.597625,castrosophie
7695,INSERT,6962,2,208.62,2024-03-11 18:30:29.449074,2024-03-11 18:31:00.449074,danilo54
7696,INSERT,6963,4,276.05,2024-11-30 18:00:25.472203,2024-11-30 18:01:04.472203,heloisa16
7697,INSERT,6964,5,384.65,2022-11-12 09:15:48.395131,2022-11-12 09:16:22.395131,carolina89
7698,INSERT,6965,1,121.31,2024-08-12 18:30:37.181662,2024-08-12 18:31:49.181662,rodriguessara
7699,INSERT,6966,4,492.15,2024-06-05 08:00:19.548850,2024-06-05 08:01:44.548850,daragao
7700,INSERT,6967,1,50.73,2025-05-25 15:45:17.619225,2025-05-25 15:45:39.619225,julianapimenta
7701,INSERT,6968,2,626.53,2023-12-20 08:15:44.534213,2023-12-20 08:17:24.534213,tfarias
7702,INSERT,6969,4,51.84,2025-02-17 17:15:27.770064,2025-02-17 17:15:39.770064,luara24
7703,INSERT,6970,1,508.89,2023-01-20 18:00:47.670723,2023-01-20 18:03:58.670723,rochasofia
7704,INSERT,6971,2,361.56,2024-05-09 08:00:29.070354,2024-05-09 08:03:28.070354,joao80
7705,INSERT,6972,4,592.61,2025-06-07 16:45:21.155405,2025-06-07 16:49:09.155405,leonardo49
7706,INSERT,6973,1,527.02,2024-10-19 14:45:42.024031,2024-10-19 14:46:34.024031,ana-lizda-paz
7707,INSERT,6974,1,746.41,2025-01-08 08:45:09.958616,2025-01-08 08:49:10.958616,rborges
7708,INSERT,6975,1,368.77,2024-12-14 13:30:11.039745,2024-12-14 13:32:51.039745,maria-florsampaio
7709,INSERT,6976,5,544.48,2024-12-08 14:30:27.210920,2024-12-08 14:32:37.210920,idas-neves
7710,INSERT,6977,3,664.75,2025-03-06 10:45:56.366881,2025-03-06 10:50:40.366881,maria-eduardada-luz
7711,INSERT,6978,3,717.73,2024-01-22 13:30:14.590393,2024-01-22 13:32:51.590393,jose-miguelguerra
7712,INSERT,6979,1,291.28,2025-06-10 10:00:31.933970,2025-06-10 10:01:37.933970,marinada-paz
7713,INSERT,6980,3,629.26,2022-10-09 13:00:30.473458,2022-10-09 13:03:14.473458,camposmaria-vitoria
7714,UPDATE,6980,3,503.42,2022-10-09 13:00:30.473458,2022-10-10 13:03:53.473458,da-rochastephany
7715,INSERT,6981,2,323.49,2025-03-25 16:00:35.471897,2025-03-25 16:03:52.471897,jvieira
7716,INSERT,6982,3,386.06,2023-05-08 16:15:47.360701,2023-05-08 16:17:06.360701,davi-lucca71
7717,INSERT,6983,5,650.59,2024-11-26 17:15:28.775668,2024-11-26 17:19:09.775668,natalialima
7718,INSERT,6984,2,776.43,2022-10-29 13:45:41.160260,2022-10-29 13:46:21.160260,ynovais
7719,INSERT,6985,1,61.22,2024-10-15 09:15:33.391471,2024-10-15 09:16:43.391471,rrezende
7720,INSERT,6986,2,88.78,2024-07-07 14:45:11.567613,2024-07-07 14:48:03.567613,bruno46
7721,INSERT,6987,2,713.69,2025-05-07 11:15:45.087820,2025-05-07 11:16:39.087820,danielcosta
7722,INSERT,6988,3,356.54,2024-12-25 13:45:21.662966,2024-12-25 13:46:14.662966,ana-liz85
7723,INSERT,6989,1,135.79,2024-10-24 16:00:49.605733,2024-10-24 16:03:56.605733,knunes
7724,UPDATE,6989,1,157.9,2024-10-24 16:00:49.605733,2024-10-25 16:01:11.605733,araujocaue
7725,INSERT,6990,3,631.41,2024-03-30 13:45:56.913221,2024-03-30 13:48:49.913221,diasalexandre
7726,INSERT,6991,2,462.87,2023-11-03 09:15:48.189174,2023-11-03 09:17:23.189174,epacheco
7727,INSERT,6992,4,760.97,2024-05-23 17:00:01.952268,2024-05-23 17:04:05.952268,hcirino
7728,UPDATE,6992,4,806.25,2024-05-23 17:00:01.952268,2024-05-27 17:01:49.952268,martinsayla
7729,INSERT,6993,2,588.76,2024-06-27 10:45:01.079825,2024-06-27 10:48:10.079825,xda-paz
7730,UPDATE,6993,2,665.69,2024-06-27 10:45:01.079825,2024-07-01 10:48:03.079825,ana-julia51
7731,INSERT,6994,1,259.23,2023-04-26 13:30:57.088981,2023-04-26 13:35:17.088981,novaesdiogo
7732,INSERT,6995,5,196.46,2024-12-17 15:15:01.049119,2024-12-17 15:17:26.049119,vianadaniela
7733,INSERT,6996,4,562.38,2023-01-25 10:45:49.003465,2023-01-25 10:48:17.003465,nicolasalmeida
7734,INSERT,6997,3,121.02,2023-09-15 10:45:09.885371,2023-09-15 10:48:36.885371,breno73
7735,INSERT,6998,4,326.68,2023-05-19 17:15:59.524369,2023-05-19 17:17:02.524369,maysa41
7736,INSERT,6999,5,368.02,2025-02-15 11:45:35.138477,2025-02-15 11:47:19.138477,rcavalcante
7737,INSERT,7000,4,558.25,2023-05-11 16:00:30.965808,2023-05-11 16:02:44.965808,luiz-gustavo31
7738,INSERT,7001,4,745.16,2023-01-28 14:30:13.534855,2023-01-28 14:34:37.534855,hcamara
7739,INSERT,7002,5,598.09,2023-08-05 08:15:39.107505,2023-08-05 08:18:53.107505,aragaolorena
7740,INSERT,7003,2,229.21,2024-12-19 14:30:18.565884,2024-12-19 14:32:34.565884,vasconceloselisa
7741,INSERT,7004,1,392.23,2023-05-23 10:30:05.550165,2023-05-23 10:31:39.550165,mendoncahadassa
7742,UPDATE,7004,1,462.12,2023-05-23 10:30:05.550165,2023-05-25 10:32:58.550165,nascimentolevi
7743,INSERT,7005,4,205.44,2024-09-09 17:30:22.022062,2024-09-09 17:32:24.022062,manuellada-mata
7744,INSERT,7006,5,494.79,2023-08-24 14:15:44.002199,2023-08-24 14:20:01.002199,caldeiraantonella
7745,INSERT,7007,3,695.41,2025-02-07 09:00:35.548738,2025-02-07 09:04:33.548738,isabelacassiano
7746,INSERT,7008,2,713.75,2024-12-12 17:30:36.867949,2024-12-12 17:33:12.867949,isabelavargas
7747,INSERT,7009,1,340.3,2023-11-22 17:30:25.073855,2023-11-22 17:31:52.073855,cavalcantehenrique
7748,INSERT,7010,5,645.45,2023-06-25 15:00:14.656763,2023-06-25 15:00:34.656763,ssantos
7749,INSERT,7011,4,180.57,2023-12-17 13:45:23.205899,2023-12-17 13:46:28.205899,sampaiobianca
7750,INSERT,7012,3,571.45,2023-06-06 13:30:35.367519,2023-06-06 13:35:12.367519,heloisa53
7751,INSERT,7013,4,399.13,2022-11-19 15:30:14.359244,2022-11-19 15:33:15.359244,da-cruzemanuel
7752,INSERT,7014,2,54.93,2023-11-10 11:00:02.336643,2023-11-10 11:02:57.336643,xnascimento
7753,INSERT,7015,4,640.1,2023-06-23 12:30:45.390571,2023-06-23 12:33:17.390571,kmendonca
7754,INSERT,7016,5,483.13,2023-01-02 08:30:40.657838,2023-01-02 08:32:05.657838,fernanda62
7755,INSERT,7017,5,354.01,2022-10-20 18:45:24.489174,2022-10-20 18:49:46.489174,marcelo91
7756,INSERT,7018,1,289.05,2023-05-24 15:45:52.553585,2023-05-24 15:48:14.553585,henrycamara
7757,INSERT,7019,5,449.74,2023-10-21 15:15:41.134917,2023-10-21 15:20:16.134917,allanasousa
7758,INSERT,7020,2,673.02,2025-06-13 08:00:43.345883,2025-06-13 08:04:18.345883,apollo47
7759,INSERT,7021,1,763.1,2023-04-10 11:30:48.409226,2023-04-10 11:33:17.409226,enzo-gabrielaraujo
7760,INSERT,7022,1,233.73,2022-10-04 12:45:16.783851,2022-10-04 12:49:14.783851,malves
7761,INSERT,7023,4,687.47,2024-01-26 16:45:53.256785,2024-01-26 16:46:55.256785,ryanmoraes
7762,INSERT,7024,4,333.03,2024-02-23 09:00:19.762037,2024-02-23 09:04:43.762037,ravyteixeira
7763,INSERT,7025,4,784.36,2023-04-11 14:45:40.125251,2023-04-11 14:46:40.125251,diaseloah
7764,INSERT,7026,5,348.1,2024-09-28 13:15:50.359056,2024-09-28 13:19:29.359056,sofiaoliveira
7765,INSERT,7027,5,421.78,2023-09-02 10:00:12.192907,2023-09-02 10:03:04.192907,augustoda-cruz
7766,INSERT,7028,3,440.78,2023-06-13 16:00:23.926838,2023-06-13 16:03:43.926838,ravi-lucca27
7767,INSERT,7029,4,431.33,2022-12-20 16:15:58.106663,2022-12-20 16:20:25.106663,agatha80
7768,INSERT,7030,1,639.22,2023-12-06 10:00:54.739322,2023-12-06 10:03:07.739322,joao-gabrielpastor
7769,INSERT,7031,4,220.77,2023-06-30 13:00:57.417717,2023-06-30 13:01:32.417717,andrenogueira
7770,INSERT,7032,4,700.42,2023-01-19 18:30:45.835460,2023-01-19 18:32:41.835460,santosana-beatriz
7771,INSERT,7033,1,519.51,2024-02-11 12:15:38.023595,2024-02-11 12:16:20.023595,rodrigueshellena
7772,INSERT,7034,1,105.56,2024-02-16 08:30:06.468066,2024-02-16 08:34:44.468066,gmoura
7773,INSERT,7035,4,318.98,2023-08-06 08:15:38.683835,2023-08-06 08:17:53.683835,casa-grandelucas
7774,INSERT,7036,2,382.75,2024-07-15 11:15:29.494231,2024-07-15 11:16:44.494231,araujoguilherme
7775,INSERT,7037,3,513.06,2024-09-06 08:00:20.047450,2024-09-06 08:02:53.047450,gabriela75
7776,INSERT,7038,1,107.92,2025-06-03 15:30:56.380103,2025-06-03 15:33:25.380103,silvaolivia
7777,INSERT,7039,2,767.55,2023-05-20 13:30:57.337116,2023-05-20 13:32:59.337116,vasconcelossamuel
7778,INSERT,7040,4,304.82,2025-02-15 10:45:30.382665,2025-02-15 10:47:22.382665,qda-cunha
7779,INSERT,7041,1,583.47,2024-05-09 17:00:18.743664,2024-05-09 17:03:13.743664,lauraalves
7780,INSERT,7042,3,230.68,2022-10-02 14:45:39.345108,2022-10-02 14:48:27.345108,beniciosiqueira
7781,INSERT,7043,5,413.63,2023-05-22 17:15:05.235188,2023-05-22 17:17:21.235188,umachado
7782,INSERT,7044,2,287.62,2022-12-30 11:00:35.193949,2022-12-30 11:04:41.193949,benjamim53
7783,INSERT,7045,5,254.76,2023-11-10 14:30:46.604602,2023-11-10 14:35:37.604602,isabellyalves
7784,INSERT,7046,5,564.51,2022-09-20 13:00:28.200785,2022-09-20 13:03:44.200785,kcosta
7785,INSERT,7047,3,393.41,2022-06-26 08:00:34.181826,2022-06-26 08:01:37.181826,palbuquerque
7786,UPDATE,7047,3,319.06,2022-06-26 08:00:34.181826,2022-06-28 08:00:42.181826,calebe78
7787,INSERT,7048,4,574.75,2023-03-17 11:00:13.178715,2023-03-17 11:01:48.178715,camila33
7788,INSERT,7049,5,388.2,2024-01-20 12:45:56.678335,2024-01-20 12:48:07.678335,kpeixoto
7789,INSERT,7050,3,145.95,2023-10-14 17:15:20.726557,2023-10-14 17:17:00.726557,ramosbella
7790,INSERT,7051,3,182.82,2023-08-20 14:15:35.430035,2023-08-20 14:20:33.430035,ana-luiza79
7791,INSERT,7052,1,383.55,2024-07-01 08:00:06.337103,2024-07-01 08:03:17.337103,pietracosta
7792,INSERT,7053,5,345.27,2024-10-24 15:45:16.264470,2024-10-24 15:48:51.264470,sampaioemilly
7793,INSERT,7054,1,134.32,2024-07-02 15:00:53.883833,2024-07-02 15:04:56.883833,iandrade
7794,UPDATE,7054,1,123.16,2024-07-02 15:00:53.883833,2024-07-04 15:01:44.883833,da-motavitor-gabriel
7795,INSERT,7055,4,477.17,2025-02-17 09:15:02.459826,2025-02-17 09:18:43.459826,npereira
7796,INSERT,7056,3,688.04,2023-01-04 12:15:01.485708,2023-01-04 12:18:38.485708,gabriellyporto
7797,INSERT,7057,2,418.44,2024-03-23 10:30:04.735823,2024-03-23 10:34:50.735823,jcamara
7798,INSERT,7058,3,663.75,2022-10-16 11:45:35.343572,2022-10-16 11:46:56.343572,viniciuscardoso
7799,INSERT,7059,1,756.1,2024-02-25 13:00:11.159489,2024-02-25 13:05:02.159489,mdias
7800,INSERT,7060,2,324.7,2022-11-25 10:15:02.087926,2022-11-25 10:19:36.087926,murilo42
7801,INSERT,7061,3,660.01,2024-03-02 17:30:15.640956,2024-03-02 17:31:31.640956,barrosgael
7802,UPDATE,7061,3,787.27,2024-03-02 17:30:15.640956,2024-03-04 17:30:23.640956,da-cruzlorena
7803,INSERT,7062,4,358.02,2024-05-21 15:30:59.114537,2024-05-21 15:33:17.114537,larissaporto
7804,INSERT,7063,4,178.42,2022-12-27 08:30:45.987404,2022-12-27 08:35:45.987404,sfonseca
7805,INSERT,7064,4,92.98,2023-04-12 09:45:08.363698,2023-04-12 09:46:57.363698,asafe17
7806,INSERT,7065,5,692.81,2024-05-03 14:00:17.748829,2024-05-03 14:03:03.748829,maria-luizapacheco
7807,INSERT,7066,1,694.09,2023-12-07 17:45:52.356831,2023-12-07 17:50:33.356831,melissavargas
7808,INSERT,7067,5,54.52,2022-08-23 17:15:27.546489,2022-08-23 17:15:32.546489,cecilia04
7809,INSERT,7068,4,201.12,2023-09-29 09:30:35.216129,2023-09-29 09:33:26.216129,bbarros
7810,UPDATE,7068,4,180.31,2023-09-29 09:30:35.216129,2023-10-04 09:32:53.216129,juanmoraes
7811,INSERT,7069,3,753.51,2025-06-03 16:15:30.898417,2025-06-03 16:18:30.898417,joao-pedro87
7812,INSERT,7070,2,452.72,2024-01-28 13:45:18.122895,2024-01-28 13:46:23.122895,davifreitas
7813,INSERT,7071,1,580.01,2023-11-04 12:45:12.362149,2023-11-04 12:46:22.362149,andradefelipe
7814,INSERT,7072,4,85.48,2024-12-19 17:15:08.487650,2024-12-19 17:18:59.487650,danielarocha
7815,INSERT,7073,1,548.87,2024-06-17 17:00:33.746015,2024-06-17 17:04:43.746015,tmontenegro
7816,UPDATE,7073,1,606.68,2024-06-17 17:00:33.746015,2024-06-22 17:03:37.746015,piresnathan
7817,INSERT,7074,3,744.88,2023-01-08 14:30:47.219721,2023-01-08 14:35:15.219721,hsantos
7818,INSERT,7075,3,505.21,2024-06-02 16:15:44.602386,2024-06-02 16:15:52.602386,varagao
7819,INSERT,7076,5,122.14,2025-03-30 13:30:13.149070,2025-03-30 13:31:11.149070,pacheconathan
7820,INSERT,7077,1,580.29,2024-07-22 15:00:15.663178,2024-07-22 15:01:57.663178,usilva
7821,INSERT,7078,2,788.21,2023-07-01 12:30:46.618552,2023-07-01 12:33:09.618552,rafaela02
7822,INSERT,7079,5,639.97,2024-12-12 14:45:54.159222,2024-12-12 14:47:00.159222,ryan13
7823,INSERT,7080,2,346.52,2024-04-06 14:45:52.498273,2024-04-06 14:49:16.498273,costasabrina
7824,UPDATE,7080,2,331.46,2024-04-06 14:45:52.498273,2024-04-09 14:50:30.498273,qdias
7825,INSERT,7081,3,539.18,2023-12-26 17:00:49.803182,2023-12-26 17:04:11.803182,montenegrosara
7826,UPDATE,7081,3,524.48,2023-12-26 17:00:49.803182,2023-12-28 17:02:16.803182,henry-gabriel45
7827,INSERT,7082,1,220.38,2024-12-15 15:30:01.076180,2024-12-15 15:30:19.076180,fernandocarvalho
7828,INSERT,7083,2,391.76,2023-06-29 09:45:20.812760,2023-06-29 09:50:13.812760,tcasa-grande
7829,INSERT,7084,5,513.67,2024-03-08 12:00:36.678177,2024-03-08 12:00:51.678177,pedro16
7830,INSERT,7085,2,626.69,2023-08-31 15:00:22.255188,2023-08-31 15:01:05.255188,oaragao
7831,INSERT,7086,4,678.82,2023-09-02 08:30:17.169575,2023-09-02 08:31:43.169575,das-nevestheo
7832,INSERT,7087,1,376.4,2025-02-27 15:15:22.920636,2025-02-27 15:18:43.920636,ylima
7833,INSERT,7088,4,245.0,2024-01-22 09:00:10.722628,2024-01-22 09:03:27.722628,pimentabreno
7834,INSERT,7089,3,793.43,2024-01-03 16:30:47.998352,2024-01-03 16:34:07.998352,maria-vitoria45
7835,UPDATE,7089,3,836.8,2024-01-03 16:30:47.998352,2024-01-04 16:35:38.998352,jose07
7836,INSERT,7090,4,169.87,2024-01-12 14:15:54.861037,2024-01-12 14:20:29.861037,lucca63
7837,INSERT,7091,4,277.02,2024-09-10 08:15:57.896091,2024-09-10 08:19:32.896091,bryanduarte
7838,INSERT,7092,3,505.18,2023-01-20 14:00:19.501435,2023-01-20 14:03:01.501435,ocorreia
7839,INSERT,7093,1,536.63,2023-11-23 14:00:38.159045,2023-11-23 14:02:40.159045,mrios
7840,INSERT,7094,5,793.95,2024-12-17 16:30:02.423043,2024-12-17 16:32:09.423043,aurora51
7841,INSERT,7095,2,571.61,2024-05-10 17:30:44.005863,2024-05-10 17:33:06.005863,cribeiro
7842,INSERT,7096,5,247.73,2023-01-09 08:45:29.645758,2023-01-09 08:48:16.645758,dante43
7843,UPDATE,7096,5,276.89,2023-01-09 08:45:29.645758,2023-01-12 08:45:43.645758,luisa19
7844,INSERT,7097,2,713.33,2023-09-25 08:15:27.766930,2023-09-25 08:16:31.766930,pastorjoao-lucas
7845,UPDATE,7097,2,780.45,2023-09-25 08:15:27.766930,2023-09-27 08:19:12.766930,cunhavitor-gabriel
7846,INSERT,7098,1,229.53,2023-07-21 08:45:47.460389,2023-07-21 08:48:26.460389,alvesvinicius
7847,INSERT,7099,3,218.43,2024-01-21 11:30:32.864339,2024-01-21 11:35:28.864339,hcavalcanti
7848,UPDATE,7099,3,215.39,2024-01-21 11:30:32.864339,2024-01-23 11:33:08.864339,wsales
7849,INSERT,7100,4,366.6,2024-01-18 12:15:12.401474,2024-01-18 12:17:32.401474,bbarbosa
7850,INSERT,7101,3,52.87,2024-04-26 17:30:22.534856,2024-04-26 17:31:02.534856,diego92
7851,INSERT,7102,2,676.59,2025-02-09 11:30:51.419833,2025-02-09 11:33:44.419833,mariah40
7852,INSERT,7103,2,335.83,2022-09-05 11:00:40.138419,2022-09-05 11:02:30.138419,cavalcantipaulo
7853,INSERT,7104,5,583.46,2024-12-18 15:45:13.108392,2024-12-18 15:49:42.108392,zdias
7854,INSERT,7105,1,680.95,2023-03-18 09:30:02.316820,2023-03-18 09:33:16.316820,sda-luz
7855,INSERT,7106,2,772.4,2023-09-30 08:45:14.872297,2023-09-30 08:48:36.872297,joao-pedrocampos
7856,INSERT,7107,5,363.2,2025-02-17 10:00:39.819089,2025-02-17 10:01:59.819089,cda-mota
7857,INSERT,7108,1,276.25,2024-02-28 13:30:58.286567,2024-02-28 13:35:31.286567,ana-ceciliaborges
7858,INSERT,7109,3,185.48,2023-03-12 13:00:37.426093,2023-03-12 13:05:19.426093,gsantos
